DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,VITESSE_VENT_MAX_KMH,TEMPERATURE_MATIN_C,TEMPERATURE_MIDI_C,TEMPERATURE_SOIREE_C,PRECIP_TOTAL_DAY_MM,HUMIDITE_MAX_POURCENT,VISIBILITE_MOYENNE_KM,PRESSION_MAX_MB,COUVERTURE_NUAGEUSE_MOYENNE_PERCENT,INDICE_CHALEUR_MAX_C,POINT_ROSEE_MAX_C,TEMP_VENT_MAX_C,CODE_METEO_MATIN,CODE_METEO_MDI,CODE_METEO_SOIR,NEIGE_TOTAL_MM,UV_INDEX,SOLEIL_HEURE
2020-03-31,10,3,27,-2,8,7,0,62,10,1024,0.625,10,0,-2,113,113,113,0,3,11.6
2020-04-01,12,3,9,-2,9,11,0,65,10,1023,0,13,1,0,113,113,113,0,3,11.6
2020-04-02,13,7,13,1,12,10,0,67,10,1017,7.125,13,3,7,113,113,116,0,3,11.6
2020-04-03,11,6,9,1,10,9,0,70,10,1020,52.875,11,4,5,116,119,116,0,3,7.8
2020-04-04,15,7,15,2,12,13,0,79,10,1023,11,16,6,4,116,116,116,0,2,11.6
2020-04-05,17,10,21,4,16,14,0,70,10,1022,0.875,17,7,8,113,113,113,0,4,11.6
2020-04-06,18,10,22,5,16,15,0,67,10,1026,1.875,18,8,8,116,113,113,0,4,11.6
2020-04-07,19,13,10,8,17,18,0,72,10,1028,5.875,21,10,13,113,113,116,0,5,11.6
2020-04-08,20,13,9,8,18,17,0,70,10,1027,6.5,20,9,12,116,116,116,0,5,11.6
2020-04-09,20,14,12,10,19,18,0,73,10,1025,5.875,20,11,14,116,116,116,0,5,11.6
2020-04-10,21,13,9,9,18,19,0,71,10,1023,3.75,23,11,13,116,116,113,0,5,11.6
2020-04-11,22,15,4,10,20,20,0,75,10,1022,4.25,24,12,15,116,113,116,0,5,11.6
2020-04-12,19,13,14,9,18,17,1.6,79,9.875,1021,48.75,19,12,12,176,116,176,0,5,10.4
2020-04-13,20,13,15,8,18,18,0.2,70,9.875,1016,31.75,20,10,13,116,116,116,0,5,11.6
2020-04-14,12,6,27,3,10,10,0,60,10,1022,2.5,12,3,2,113,113,116,0,3,11.6
2020-04-15,17,7,10,2,13,15,0,70,10,1022,0,17,10,5,113,113,113,0,4,11.6
2020-04-16,19,13,17,8,17,17,0,68,10,1020,15.125,19,10,11,116,116,116,0,5,11.6
2020-04-17,19,13,18,8,18,17,0,69,10,1018,49.75,19,11,11,116,116,122,0,5,9.3
2020-04-18,20,14,9,10,18,17,3.1,81,9.875,1017,72.125,20,14,14,116,116,353,0,4,8.1
2020-04-19,20,15,18,11,19,18,3.8,84,8.5,1016,57.125,20,14,15,143,116,176,0,4,9.3
2020-04-20,17,14,24,12,16,15,1.7,85,9.875,1010,51.25,17,12,12,353,116,116,0,4,11.6
2020-04-21,18,13,18,10,17,16,0,81,10,1008,37,18,13,11,116,119,116,0,5,10.4
2020-04-22,19,12,12,9,16,17,0,83,10,1014,31.375,19,14,12,116,119,116,0,4,10.5
2020-04-23,21,15,5,10,19,19,0.9,78,9.875,1018,26.5,21,14,15,116,116,176,0,5,10.5
2020-04-24,21,16,6,12,20,18,1.9,74,9.625,1017,41.875,23,13,16,116,116,176,0,5,9.3
2020-04-25,20,15,14,12,19,17,6.8,83,9.5,1013,48,20,14,15,116,116,353,0,5,8.2
2020-04-26,19,14,10,10,18,16,2,72,9.75,1010,53.375,19,11,14,116,116,176,0,4,9.3
2020-04-27,20,14,11,9,18,17,2.3,78,10,1012,26.875,20,13,14,116,116,116,0,5,10.5
2020-04-28,16,13,14,12,15,14,12.1,86,8.25,1010,90.375,16,11,12,302,266,353,0,3,7.1
2020-04-29,16,10,18,9,13,14,8.3,93,8.625,1012,85,16,11,7,353,176,353,0,3,9.4
2020-04-30,11,9,21,10,11,9,15,93,7.625,1011,86.875,11,10,8,299,296,176,0,3,7.1
2020-05-01,13,8,30,8,9,13,5.5,94,9.25,1011,79,13,11,5,353,296,353,0,3,7.1
2020-05-02,13,9,21,9,12,13,2.9,94,9,1016,80.25,13,11,7,143,176,353,0,3,7.2
2020-05-03,14,8,11,8,14,11,0.3,95,10,1019,67.625,14,13,8,116,116,176,0,3,9.4
2020-05-04,19,12,12,12,18,18,1.6,95,7.5,1019,75.75,19,15,12,143,176,176,0,4,7.2
2020-05-05,17,12,9,12,17,16,10.4,99,9.125,1018,81.5,17,15,12,302,176,353,0,5,7.2
2020-05-06,17,11,14,11,17,16,2.4,94,8.75,1022,63.125,17,13,10,143,116,176,0,4,8.3
2020-05-07,19,7,14,7,17,17,0,78,10,1024,6.5,19,11,4,113,113,116,0,4,14.5
2020-05-08,22,12,12,12,20,21,0,88,10,1020,22.25,25,16,12,116,116,116,0,5,14.5
2020-05-09,22,12,11,12,20,20,2.8,92,9.5,1014,55.5,25,15,11,176,116,116,0,5,12.4
2020-05-10,21,12,18,12,20,19,1.6,93,9.5,1008,61.625,23,16,11,176,119,176,0,4,13.5
2020-05-11,15,2,27,13,10,5,64.6,97,7.125,1012,96.25,15,15,1,296,308,296,0,3,9.4
2020-05-12,13,4,26,4,11,12,0,76,10,1017,44.75,13,8,-1,122,116,116,0,3,14.5
2020-05-13,10,7,13,7,10,10,25.1,98,7.875,1013,72.75,10,10,5,116,296,302,0,3,9.4
2020-05-14,15,8,24,8,13,14,0.9,96,7.625,1011,85,15,11,5,119,176,116,0,3,9.4
2020-05-15,15,8,23,8,12,14,0.3,85,9.875,1019,54.625,15,11,4,116,116,119,0,3,13.5
2020-05-16,17,9,20,9,15,16,0.1,87,10,1022,49.625,17,13,7,119,116,116,0,4,13.5
2020-05-17,19,9,16,9,18,18,0,87,10,1023,7,19,15,6,116,116,116,0,5,14.5
2020-05-18,20,10,18,10,19,18,0,89,10,1025,11.5,20,15,9,116,116,116,0,5,15.1
2020-05-19,21,13,24,13,21,18,0,91,10,1023,12,23,16,11,116,116,116,0,5,15.6
2020-05-20,23,14,20,14,21,21,0,90,10,1021,8,25,17,13,116,116,116,0,5,15.6
2020-05-21,24,14,11,14,22,22,0,91,9,1021,4.25,26,19,14,116,116,116,0,6,15.6
2020-05-22,25,15,11,15,24,24,1.2,90,9.75,1023,49.75,27,21,15,116,119,176,0,6,13.6
2020-05-23,17,10,19,16,11,13,10.1,97,7.5,1033,86.5,18,16,9,353,266,293,0,3,11.7
2020-05-24,17,9,14,9,16,16,0.9,93,8.5,1033,56.125,17,11,9,143,176,176,0,3,14.6
2020-05-25,19,10,22,10,18,18,0,92,9,1033,12.375,19,14,8,116,116,116,0,5,15.7
2020-05-26,19,11,24,11,18,17,0,87,10,1032,8.625,19,13,9,113,116,116,0,5,15.7
2020-05-27,20,11,18,11,18,19,0,82,10,1031,7.75,20,14,8,116,116,116,0,5,15.7
2020-05-28,21,13,18,13,20,19,0.8,85,10,1031,23.625,24,15,12,116,116,176,0,5,15.8
2020-05-29,20,11,25,11,18,18,0,75,10,1025,3.125,20,13,8,113,116,116,0,5,15.8
2020-05-30,20,10,22,10,18,18,0,82,10,1020,5,20,13,8,113,113,116,0,5,15.8
2020-05-31,20,10,20,10,18,18,0,80,10,1018,4.75,20,13,8,113,113,116,0,5,15.8
2020-06-01,22,10,12,10,20,20,0,85,10,1018,5.5,25,16,9,116,116,116,0,5,15.8
2020-06-02,24,13,10,13,22,22,0.1,90,10,1018,19.5,25,17,13,116,116,116,0,6,15.8
2020-06-03,22,15,13,15,22,20,14.8,91,8.5,1012,78,25,17,15,176,176,356,0,5,11.9
2020-06-04,18,12,19,14,17,16,10,95,9.375,1001,71.625,18,13,11,353,353,176,0,4,12.8
2020-06-05,12,8,27,10,12,10,1.4,95,8,1006,87.5,13,12,8,143,176,266,0,3,12.8
2020-06-06,15,13,20,13,14,15,3.4,95,7.75,1008,91.25,15,13,11,266,266,119,0,3,11.9
2020-06-07,17,11,12,11,16,17,3.9,92,8.875,1012,67.125,17,12,10,263,176,176,0,3,14.7
2020-06-08,17,10,19,10,17,16,3.5,91,9.5,1014,55.75,17,13,9,116,176,176,0,4,14.7
2020-06-09,14,8,16,10,14,12,6.1,96,8.375,1016,80.875,14,12,8,143,119,353,0,3,11.9
2020-06-10,15,11,18,11,14,15,1.5,96,6,1016,71.625,15,13,10,143,266,353,0,3,13.8
2020-06-11,19,11,10,11,18,18,1.8,92,9.75,1013,63.25,19,16,11,116,119,176,0,4,13.8
2020-06-12,18,13,14,13,18,18,5,95,9,1008,72.375,18,16,12,176,263,176,0,4,12.9
2020-06-13,20,13,11,13,20,18,7.9,94,8.375,1015,54.5,20,16,13,143,116,353,0,4,14.7
2020-06-14,21,12,9,12,19,20,1.7,93,9,1019,62,21,14,12,143,119,176,0,4,14.7
2020-06-15,21,12,8,12,19,19,1.1,93,8.75,1020,48.25,21,15,13,143,353,176,0,4,14.7
2020-06-16,20,12,7,12,19,19,4.1,92,9.75,1020,62.625,20,16,12,116,353,176,0,4,14.7
2020-06-17,19,13,9,13,18,19,3.4,94,8.75,1015,77.25,19,15,12,143,176,176,0,4,12.9
2020-06-18,19,11,10,11,16,18,0.3,93,8.875,1016,58,19,14,10,143,122,116,0,4,16
2020-06-19,20,12,9,12,18,19,3.3,93,8.625,1021,74.75,20,14,12,143,353,176,0,4,12
2020-06-20,21,13,10,13,20,19,2.3,91,9.625,1022,57.375,23,16,13,116,116,176,0,4,14.7
2020-06-21,22,14,12,14,21,21,0.4,89,9.875,1024,44.625,25,16,14,116,116,176,0,4,16
2020-06-22,21,15,15,15,20,20,0,87,9,1026,38.625,23,15,14,122,116,113,0,5,16
2020-06-23,25,14,19,14,23,24,0,86,10,1024,1,26,19,13,113,113,113,0,6,16
2020-06-24,26,15,13,15,24,25,0,91,10,1020,7.5,28,20,15,116,116,116,0,6,16
2020-06-25,28,17,9,17,25,28,5.1,90,9.625,1017,60.125,30,21,17,176,116,176,0,6,13.8
2020-06-26,26,18,14,18,24,26,17.2,93,8.375,1014,62,28,20,18,299,356,299,0,5,15.6
2020-06-27,26,18,14,18,25,24,17.2,95,8.5,1015,64.75,27,20,18,353,116,176,0,5,13.8
2020-06-28,22,16,18,17,22,19,1.9,93,8.875,1018,62.125,23,16,16,143,176,116,0,4,15.6
2020-06-29,23,16,18,16,21,20,21.1,96,9,1018,67,25,15,16,302,176,176,0,5,13.8
2020-06-30,24,13,11,13,22,23,0,86,10,1018,35.75,25,17,12,116,116,116,0,6,15.9
2020-07-01,27,17,12,17,26,24,5,88,9.5,1014,35.375,28,20,17,116,116,353,0,6,15.6
2020-07-02,22,17,17,17,21,20,1.7,88,9.875,1018,60.5,25,16,17,119,116,119,0,4,15.6
2020-07-03,20,14,15,14,20,20,2.1,88,9.625,1022,52.5,20,14,14,116,353,176,0,5,14.7
2020-07-04,23,14,10,14,21,22,0,88,10,1022,23.625,25,14,14,116,116,116,0,6,15.9
2020-07-05,24,17,16,17,23,24,0.6,93,8,1022,52.875,26,18,17,266,122,113,0,6,15.6
2020-07-06,19,16,19,16,19,18,0,90,8,1024,31.25,19,16,16,143,116,113,0,5,15.9
2020-07-07,22,11,13,11,21,20,0,83,10,1024,6,24,13,10,113,113,116,0,5,15.9
2020-07-08,26,15,10,15,25,24,0,84,10,1020,5,26,16,15,116,116,116,0,6,15.8
2020-07-09,29,19,9,19,27,27,0.1,88,10,1019,20.875,30,19,19,116,116,116,0,7,15.8
2020-07-10,24,19,21,19,24,21,0,83,10,1019,22.5,25,16,19,116,116,116,0,6,15.8
2020-07-11,21,14,20,14,21,20,0.3,88,10,1024,35.375,24,12,13,116,176,113,0,4,15.8
2020-07-12,24,12,19,12,22,22,0,75,10,1024,1.875,25,12,11,116,113,113,0,6,15.8
2020-07-13,25,15,17,15,24,23,0,76,10,1022,7.5,25,12,14,116,116,116,0,6,15.8
2020-07-14,24,17,12,17,24,21,4.7,73,9.375,1019,52,25,16,17,116,116,176,0,6,14.6
2020-07-15,17,15,9,15,16,17,4.4,92,9,1019,89.125,17,15,15,353,266,353,0,4,11.8
2020-07-16,19,15,14,15,18,19,0.3,84,10,1021,76.75,19,14,15,116,176,176,0,4,12.5
2020-07-17,22,15,19,15,21,21,0.7,91,9.25,1021,73.5,25,14,15,122,119,176,0,4,10.6
2020-07-18,25,15,15,15,23,23,0.1,87,10,1021,31.875,26,15,15,116,116,116,0,6,13.5
2020-07-19,27,16,8,16,25,25,0,85,10,1018,12.125,27,15,16,116,116,116,0,6,14.5
2020-07-20,29,18,5,18,27,26,0.1,80,10,1018,18.875,29,16,18,116,116,116,0,7,14.5
2020-07-21,26,18,13,18,25,25,0,87,10,1021,41.625,27,16,18,119,116,116,0,6,14.5
2020-07-22,27,17,13,17,26,25,0,69,10,1021,31.25,27,14,17,116,116,116,0,6,14.5
2020-07-23,27,17,11,17,25,24,0,65,10,1020,21.25,26,13,17,116,116,116,0,6,14.5
2020-07-24,25,17,14,17,25,24,5.5,81,9.125,1016,73.25,26,14,17,353,176,176,0,6,10.5
2020-07-25,27,17,7,17,25,26,0,82,10,1016,31.625,27,14,17,116,116,116,0,6,14.5
2020-07-26,25,17,17,17,23,25,3.3,91,9.625,1018,68.125,26,16,17,176,353,353,0,6,10.5
2020-07-27,32,17,22,17,28,30,0,73,10,1018,7,31,14,17,116,116,116,0,7,14.5
2020-07-28,25,19,18,19,24,23,0,79,10,1019,29.5,26,16,19,116,116,116,0,6,12.5
2020-07-29,28,15,10,15,25,26,0,79,10,1021,4.875,27,12,15,116,116,116,0,6,14.5
2020-07-30,32,16,12,16,29,30,0,71,10,1020,4.25,32,16,16,113,116,116,0,7,14.5
2020-07-31,36,20,10,20,32,34,0.4,78,9.875,1017,11.75,36,17,20,116,116,116,0,8,14.5
2020-08-01,33,23,15,23,32,30,3,66,9.625,1017,35.375,34,18,23,116,116,116,0,6,12.4
2020-08-02,23,19,13,19,22,22,17.9,92,8.375,1017,74.875,25,18,19,356,353,353,0,5,10.4
2020-08-03,21,17,20,17,19,20,0.8,69,9.75,1016,57.875,23,11,17,116,116,176,0,5,10.3
2020-08-04,23,12,18,12,22,22,1,88,9.875,1018,41.75,25,11,10,116,116,116,0,4,14.5
2020-08-05,26,13,17,13,24,24,0,80,10,1018,1.875,26,11,13,116,113,113,0,6,14.5
2020-08-06,29,15,12,15,27,26,0,79,10,1019,9.375,28,14,15,113,113,116,0,6,14.5
2020-08-07,31,17,9,17,28,29,0,89,10,1019,1.125,31,17,17,116,113,116,0,7,14.5
2020-08-08,33,21,8,21,30,30,0,84,10,1020,1,33,18,21,113,113,116,0,7,14.5
2020-08-09,34,21,11,21,32,32,0,72,10,1018,4.25,34,16,21,116,116,116,0,7,14.5
2020-08-10,34,21,10,21,31,31,1.1,69,9.875,1015,34,34,17,21,116,116,116,0,7,10.5
2020-08-11,33,20,9,20,30,31,9.1,87,9.125,1016,62.625,34,18,20,176,176,116,0,6,9.4
2020-08-12,33,20,19,20,30,30,0.8,82,10,1015,28.625,33,18,20,176,116,116,0,6,11.6
2020-08-13,31,19,13,19,28,30,0.6,77,9.375,1015,39,32,16,19,116,176,116,0,6,11.6
2020-08-14,25,18,10,18,22,24,7.3,93,8.125,1017,66.25,26,17,18,143,353,353,0,5,8.2
2020-08-15,29,18,4,18,28,27,0,84,10,1016,16.125,29,16,18,116,116,116,0,6,11.6
2020-08-16,25,19,11,19,24,23,2.6,81,9.75,1012,49.25,26,17,19,116,176,386,0,6,9.3
2020-08-17,25,15,14,15,23,24,0.8,87,9.875,1014,41.375,25,14,15,116,116,116,0,5,10.5
2020-08-18,24,16,13,16,23,22,5.4,83,9.75,1014,62.375,25,17,16,116,116,176,0,6,8.2
2020-08-19,27,17,10,17,26,24,0.9,88,9.875,1014,43,27,15,17,116,116,116,0,5,10.5
2020-08-20,34,17,24,17,30,33,0.3,76,10,1009,21.375,34,15,17,116,116,116,0,6,11.6
2020-08-21,33,22,17,22,31,31,4.6,55,9.875,1016,28.875,32,18,22,116,116,116,0,7,11.6
2020-08-22,26,18,16,18,24,23,18.7,95,9,1022,50.75,26,18,18,293,176,116,0,5,10.4
2020-08-23,23,15,18,15,21,21,0,82,10,1023,27.875,24,12,15,116,119,116,0,5,11.6
2020-08-24,24,15,14,15,23,22,0,70,10,1021,27.5,25,10,15,116,116,116,0,6,11.6
2020-08-25,29,14,22,14,25,26,0,71,10,1017,25.5,27,10,14,116,116,116,0,6,11.6
2020-08-26,25,17,21,17,23,22,0.1,80,10,1021,19.25,25,15,17,176,116,116,0,6,11.6
2020-08-27,25,14,12,14,23,23,0,82,10,1021,24.125,26,12,15,116,116,116,0,6,11.6
2020-08-28,19,17,19,17,19,17,14.9,93,9.25,1012,69.5,19,16,17,353,299,176,0,5,6.9
2020-08-29,20,12,10,12,19,17,0.5,94,9,1008,46.5,20,12,11,143,116,353,0,4,10.4
2020-08-30,18,13,15,13,17,17,1.9,85,9.875,1016,61.875,18,11,11,116,353,353,0,4,6.8
2020-08-31,20,12,17,12,17,17,1.5,93,8.75,1019,73.25,20,12,12,143,353,116,0,4,9.2
2020-09-01,19,11,12,11,17,17,1.3,94,8.75,1019,70.5,19,12,10,143,176,176,0,5,6.8
2020-09-02,22,10,8,10,21,19,0.7,91,9.875,1020,49.5,24,10,9,116,116,353,0,4,9.1
2020-09-03,24,13,5,13,21,23,0,79,10,1025,19.625,25,9,13,116,116,116,0,5,11.6
2020-09-04,28,15,12,15,25,26,0,68,10,1025,6.5,29,12,15,116,116,116,0,6,11.6
2020-09-05,25,16,15,16,25,22,0,74,10,1020,15.75,26,13,16,116,116,116,0,6,11.6
2020-09-06,19,11,13,11,19,17,0,82,10,1021,38,19,10,10,116,116,119,0,4,10.3
2020-09-07,22,9,21,9,20,20,0,79,10,1025,9.875,24,8,7,116,116,116,0,5,11.6
2020-09-08,25,11,10,11,23,24,0,73,10,1028,0.125,27,9,10,113,113,113,0,6,11.6
2020-09-09,29,14,4,14,26,27,0,66,10,1026,1.875,29,9,14,113,116,116,0,6,11.6
2020-09-10,26,15,14,15,25,25,0,79,10,1022,28,27,15,15,116,116,119,0,6,11.6
2020-09-11,27,14,13,14,25,26,0,88,10,1018,29.125,28,15,14,116,116,116,0,6,11.6
2020-09-12,29,16,11,16,27,27,0,81,10,1023,6.5,30,14,16,116,116,116,0,6,11.6
2020-09-13,30,14,12,14,27,28,0,76,10,1026,0.125,29,12,13,113,113,113,0,6,11.6
2020-09-14,32,16,12,16,29,31,0,91,10,1025,4.375,33,15,16,116,116,116,0,7,11.6
2020-09-15,31,17,12,17,28,31,0,73,10,1022,20.125,32,14,17,116,116,116,0,7,11.6
2020-09-16,31,18,15,18,28,29,5.4,75,9.5,1020,62.75,32,15,18,299,176,116,0,7,7.5
2020-09-17,29,17,21,17,26,27,0.2,81,10,1020,19.375,29,14,17,116,116,116,0,5,11.6
2020-09-18,31,14,21,14,28,29,0.1,97,7.875,1019,27.25,32,15,14,143,116,116,0,6,11.6
2020-09-19,25,18,17,18,23,22,13.6,90,8.125,1017,74.625,26,17,18,296,263,356,0,5,7.5
2020-09-20,27,16,11,16,24,25,1.6,89,9.5,1015,56.875,27,15,16,116,176,200,0,5,7.5
2020-09-21,26,14,8,14,23,24,0,83,10,1016,27.375,26,13,14,116,116,116,0,6,11.6
2020-09-22,26,13,9,13,24,24,0.1,85,9.875,1014,22.625,25,13,13,116,116,116,0,6,11.6
2020-09-23,23,14,16,14,22,19,4,93,9.5,1011,63.625,25,14,14,353,176,176,0,4,7.4
2020-09-24,17,13,20,13,17,15,3.8,95,8.875,1010,63.25,17,13,12,176,293,293,0,4,7.4
2020-09-25,13,8,29,8,13,10,4,88,9.75,1009,75.75,13,10,5,176,353,353,0,3,6
2020-09-26,13,7,25,7,12,10,0.5,88,9.875,1011,60.125,13,5,4,116,176,176,0,4,6
2020-09-27,9,7,32,8,8,7,46.4,94,7.25,1009,89.375,9,7,3,296,302,308,0,3,6
2020-09-28,13,8,5,8,13,11,13.2,93,9,1017,82.75,13,11,7,119,116,296,0,3,7.4
2020-09-29,17,10,9,10,16,15,2.6,95,8.875,1021,71.75,17,12,9,176,116,119,0,3,8.8
2020-09-30,19,10,6,10,17,18,0,95,9,1019,41.625,20,11,10,122,116,116,0,5,11.6
2020-10-01,15,10,23,10,14,13,1.4,96,6.375,1010,61.875,15,11,9,248,266,176,0,4,7.3
2020-10-02,13,11,18,11,12,11,66.4,97,4.25,1001,86.875,13,12,9,266,308,308,0,4,5.9
2020-10-03,12,8,40,8,12,11,14.9,96,5.875,994,95.875,12,8,5,302,266,353,0,3,5.9
2020-10-04,12,8,31,8,12,10,17.3,87,9.25,1002,73.875,12,9,4,296,116,353,0,3,7.3
2020-10-05,11,8,27,8,11,9,5.9,88,9.375,1011,87.25,11,10,4,116,176,296,0,3,5.8
2020-10-06,14,10,32,10,13,12,5.2,91,6.5,1013,85,14,12,6,296,266,293,0,3,5.8
2020-10-07,15,9,18,9,13,12,1.3,94,9.5,1023,72.625,15,10,7,176,176,176,0,3,5.8
2020-10-08,17,9,16,9,15,14,0,94,8,1024,56.5,17,12,7,143,119,116,0,4,8.7
